review,sentiment
给五星是因为这个游戏把许多藏着掖着的东西放到了明面上，给许多不经世事的人提前上一课。,1
我喜欢暴走大事件那种敢说敢黑，那种一针见血，两针见骨的言辞。暴走大事件难得一见的三观和态度，值得大伙喜欢和尊敬。但是这款暴走游戏，没看出来用心，甚至就那么简简单单说它跟风抄袭也不为过。原来同样是暴走的牌子，底下的产品质量同样也差别很大嘛。小孩子不要看暴走大事件，小孩子不要玩暴走游戏。要玩，等它像暴走大事件一样用心了再玩。哦，对了，有人故意找我来黑这款游戏的呢，是因为这款游戏太优秀了同行看不下去了呢。我该死我怎么成了别人眼中的水军了呢！！！,0
可能是我的要求太高了。没玩之前和玩之后的心里落差有点大。和我预想的不太一样。游戏模式玩的时间短，没找到啥亮点，就看人物吧。角色的画风总。。觉得有点不太像正宗的日式插画。和宣传图也有微妙的区别。（大概就这样吧。。）,0
为什么地下城每天只能打一次啊啊啊，我现在已经觉得这个是我唯一还想打的模式了，其他的有点推不动了，输出完全不够,1
很不错，内测二玩的，现在送的价值198的两个英雄，很明显高一阶，站着撸怪回血快。果然第一次成为人民币玩家。30的季卡没买，给时装，加成少，宝石差距。希望在季卡中加入一个新英雄才会有人买。,1
死心鼓励看评论说僵尸危机，满心期待，可进去后有小失望，僵尸危机先入为主了，产生对比，所以这游戏画面和其他各项都不够精致有点随便，失败。打击感不明显，失败。地图太小，不够丰富复杂，失败。枪械声音似五毛小游戏，失败。人物和僵尸太粗糙，移动像立柱，失败。还有第一局玩到11关竟然不刷新箱子了更是失败中的失败希望越做越好,1
这他妈不是抄袭饥荒吗？走路姿势，角色就是威尔逊，名字就是借我的世界和生存战争的结合,0
手游就是这样，一个愿打，一个愿挨，给你免费了，那做手游的都失业了，氪金了又有很多人无脑喷，每个人喜欢游戏的方式不一样，众口难调！自己喜欢就行，不要管别人说什么！我觉得这个游戏还是比较好的，毕竟是大公司制作！！！我是比较喜欢暗黑风格的游戏！会玩下去，氪金根据个人情况吧，总得来说TX比WY要良心，希望这款游戏可以用心制作，多听听游戏粉的建议，不要把好牌打烂了，如果有人喷我，只能说林子大了什么垃圾都有！！！！,1
优点我就不再阐述了，反正这款游戏打开了我新世界的大门(￣y▽￣)~*捂嘴偷笑但是!!!(◦`~´◦)有几个bug我真的受不了啊啊啊啊啊啊啊第一:网络问题，我开4g还是WiFi玩都有时候网络质量不佳然后就卡死在匹配界面上第二:bug，我重生后只能移动载具没法移动视角，所以只能开车盲打(╥╯﹏╰╥)ง一个小小的建议(￣▽￣)~*现在游戏模式太单一了，我遇到上述情况就只能退出来，很无奈很毁游戏体验不过还是加油吧，喜欢这款游戏(*￣з￣),1
总评:★★★☆☆推荐:★★★☆☆价格:免费标签:文字／冒险／生存／策略一开始死了很多次，最难熬的就是冬天，掌握技巧后确实好了很多兴致勃勃地玩了很久，最久的一次大概是两百多天（好像），还没逃出去，日复一日地重复着无聊的日子，就丧失了兴趣总体而言，可玩性还是不错,0
我玩了很多公司出的钓鱼游戏，个人感觉这个游戏如果是一个人完成，算是不错啦，但是抱歉我只能给三分，因为这样你才能进步，第一进去画面太卡通了，感觉好幼稚的游戏。为什么现在游戏进去画面那么唯美，因为第一印象很重要 ，那个钓鱼的鱼的画面好low，你可以去借鉴别的游戏试试。第二钓鱼的时候有没有一个按钮提示，也没有抖动提示有鱼，没有灯的话根本不知道出鱼了，因为鱼镖有时候有鱼反而是上浮不是下沉，还有丢的时候压力条走回来的时候好快，基本都是按不到完美，有时候你也要照顾不充钱的人啊。只有他们喜欢才会考虑冲钱。第三那个黑洞，5级就开启，但是要40级才能用，这开了就是给vip服务的么？那你好歹也要给人体验一两次啊！！第四鱼池太过简化，好歹给人一些水族箱，可以观赏，这样人家才会有钓到大鱼的成就感。越厉害的鱼越好看或者凶猛，这样才会有成就。不然人家就是为了一直钓出金币？然后闯关。。还不如益智游戏了有吸引力。。  好了就说到这,0
继2-3号评论之后，神奇的发现这款游戏不仅仅是在动作类游戏中排第二了，线上类游戏也排在第二个。。。一群人的举报不仅没有让这个毒瘤消失，反而使其混的更好。这不禁让我好奇，是什么量级的钞能力，竟然恐怖如斯？就这个游戏的广告投放量，一年广告费怕是上十万了吧（滑稽）几个打高星洗评论的，群号多少？有钱一起赚啊。――――――――――以下为旧评论我很好奇。就是这么样的一款游戏，能在TapTap上的动作类游戏中放在第二个？我划下来又划上去，那么多有意思的，好玩的游戏呆在“查看更多”里面，而这种毒瘤之作，却能够放在前端？我们看中TapTap，是因为上面的游戏，只要是能在各个类别前面放着的，至少玩起来还不错。以前那些大厂作品，我们可以理解它放在前端，没办法，要生存，惹不起，我能懂。当然至少大厂作品还有点东西，玩起来的话，也还行。这个游戏有什么内容？看广告？看坠机？看穿模？是来测有多少沙雕网友愿意上当受骗的吧？真抱歉，我来了，我看了，我还真是沙雕了。看评分和评论我不信邪，现在真是服了，各位没有直接喷的都算是很和谐了。,0
之前在我的远古破机上玩过！！真的超级好玩来着！是我那段时间里玩的最久的游戏了！后来的话手机给别人了，前些日子想回味可惜手机不适配这游戏了！五星！,1
说实话，这个游戏除了英雄平衡处理得还好之外我真的找不出其他优点。匹配机智：我都不知道自己匹配的是个什么玩意儿，连胜之后必定来几个弱智队友，技术差心态不好还满嘴芬芳。赏罚机制：你每局加的那点勇者积分有什么用，钻石以上打多少局换一句不掉？还有队友挂机补偿20勇者积分？？？！简直是在侮辱我的智商，还不如直接禁赛来得有效。还有团战反正就是一波流，不管前期发育怎么样，后期一波直接从1塔推完水晶，我想说这是做电梯呢？主要是影响力大了，这些评价也无所谓了，反正也不会有修改。,0
宝船刚刚更新了。用网易账号绑定老号。网易应该是自己搞了一个服务器。说实话回归之后打了两天。感觉没有想象中的糟糕。然后这次更新之后好像出了一个新英雄。商城里的箱子也能免费开一次。原来是巨人10铜玩家。回归之后打了几把恢复到7银了。结果今天早上这次更新给我直接掉到6银？？？？没明白。求官方给解释。四星给VG扣一分给运营。还有就是人是真的少了。因为我是10段掉下来的所以我7段匹配的都是8  9段。每天就那几个人。我们几个都认识了。进游戏就打招呼。。hhh希望加强宣传啊。不然真的凉了,1
各种手残脑残之后，终于还是通关了。一个多小时通关算很长的了吧……有种我欲成仙的感觉[¬º-°]¬游戏逻辑性很强，但是也不是一味的只有烧脑的推理，还有不少小游戏增添了游戏的趣味性，具体还是自己体会的好😌这期的通关，还是借助了提示的（捂脸😣），大概是智商有待提高qwq游戏与前作的关联也有，例如快结尾时出现的女人端坐的尸体，是《逃离方块:案件23》中死去的女人。当然，关联并不止这点，只是我没有将整个系列都玩一遍。不过目前已全部下载，准备上天┐(´-｀)┌ 还是希望不要被卡住，毕竟这个系列貌似只有这期有提示qwq🎵🎵🎵🎵特别提示🎵🎵🎵🎵游戏是英文版的，不过联网之后可以选择中文，但是改成中文后会弹广告，小心误触。（不知道是不是大家都有，以防万一所以还是写一下😌）↣游戏有些地方脑洞比较大，比如从狗屎里拿东西什么的……不多说了免得剧透，总之加油😁↣还是推荐大家玩，然后……有什么关卡实在过不去可以问我哟😘,1
看评论商家态度很好很积极1星，电影不错2星，画面可以1星，就是更新在75％不动了，等了好久100%又更新失败-1星⭐⭐⭐⭐希望商家能把这个问题解决，能适配各种机型。顺便问一下，至少要多大空间才能带动这款游戏？为什么又一到100%就更新失败？红米2代有希望玩到它吗？,1
一起沉浸在海洋的世界，深呼吸感受来自深海世界的快乐！放松心情感受萌萌带来的趣味！《小怪鱼》游戏是一款充满梦幻色彩的放置类休闲游戏，在游戏中通过手指点击泡泡获得各种可爱的小鱼儿，不断的收集新颖的鱼类品种来丰富你的收藏，打造属于你的梦幻海底城堡。刚开始会有一大堆粉红小泡泡，他们会慢慢变大，然后将大泡泡弄破，弄破会出现鱼，各式各样的鱼，不过特殊的鱼很难弄到，那就要看你的发挥了！收集这些可爱的小怪鱼，完成任务！还想要更多的鱼，就要解锁那些基因混合的条件。解锁才能获得更多的小鱼哦！主页右边有个小洞，洞里面装满了每一个品种的小鱼，不过品种不能重复出现在洞里 。还可以升级建设，升级版可以放出很多小鱼。那样就可以繁衍更多的小鱼，更特殊的，更可爱的！还有呢，升级建设需要积木，恐龙玩具，蓝色小球，还有一大堆那些东西 不过这些东西很迷你，小怪鱼就像是一个迷你版的世界。而这些小怪鱼呐，全部来源于现实原型的小鱼们，摇身一变，变成各色主题中的独特造型，绵软Q弹，真的是太可爱了！,1
这游戏简直浪费我的人生，我本来看一下评论全都是一些，我还不相信，去玩了一把，我去这体验极差，玩了一把眼睛痛得要命,0
给三星是因为不对这游戏做任何评价，不好评，也不差评。我也算是暗黑老玩家了，这游戏可以说是抄的不伦不类。但我感觉没必要贬低它，手游而已。就好比那个阿拉德之怒，多少人喷啊，但是多少人嘴里说着真香，又去玩它？因为地下城手游到现在都没出，你想玩类似的游戏你不玩它你玩啥？暗黑出了吗？没吧。就网易那样能比鹅厂强哪去？反正我是不看好，现在我就把这游戏当个过度，等dnf手游出了我就把它卸了，暗黑手游？抱歉，我不相信网易。,0
不知道为什么在安卓上就变成这样了，明明小时候玩还不需要升级等待的啊，倒数第二个关卡连BOSS都不会动了，明明以前吃一个松饼还会掉下来大石头的啊，到底是我的记忆错误了，还是这游戏真的变了。,0
无聊的时候玩玩还行，起码是现实里有的车，应该都有授权，其它的嘛……条件允许我当然是用电脑玩我的飙酷车神2了,0
跟我的世界有关系吗，可能里面真是只有我自己，这种抄袭的游戏大家就不要拿来玩了好吧，建个房子1个多小时，直接出来秒删游戏，总之找不到形容词来形容了，希望开发商能渐行渐远2333,0
迷你世界：…………………………我去你的，你抄我的干嘛？我火呀？我的世界：迷你世界抄袭我也就算了，这年头居然还有人抄袭迷你世界？你这是要笑死我呀？哈哈哈哈哈哈…………………………………………………………,0
其实真要严格点，应该是春秋战国对日本战国才是，毕竟三国虽然风起云涌但是没有真正的革新力量。侧面反应出来中国的春秋战国题材真的是太没受众了……日本战国会选什么题材呢，如果是信长向的话有很多史诗级战役就做不出来了呢,1
不，你不是真的纸飞机！是我，我是纸飞机呐！你特喵就是核能飞碟！那我们对暗号：无限爬升加速降，托马斯回旋真滴棒！───────游戏的目的是控制一架纸飞机（就是纸飞机，请认真被官方洗脑）在不同地图关卡上用，最快的时间收集水晶，收集完成会依据你的耗时计分，并打星（又到了完美主义者咬牙的时候了）。从游戏画面来看，处理的干净清爽，低模画风也让整个飞行过程不会显得那么突兀，甚至每次旋转瞬间的细节都可圈可点；从黑白过渡到色彩很惊艳，黑夜下的渲染很动人。必须提到的体验稍有不足的地方大概只有奇怪的关卡设定，在天空到处飞行寻找水晶，水晶与水晶之间跨度太大，期间做到的依旧是在飞行，有时只是在胡闹的旋转，有时就是在，追逐一片干净的天空，或许这就是触摸天空的意义？哦不，已经在反复摩擦了，真正的自由不应该有所谓的目标拘束了，总结就是有些许空洞感。摇杆灵敏度很高，请用鬼畜指法遥控，机头有箭头指示目标，但最好拿它做个定位就好，而且好丑，而且这可不会告诉你一趟三星路线。嗯，天空中驻留的那俩丝气流很美丽，要是有个自由关卡，我一定画个翅膀加个滤镜截个图送给渴望自由的另一个你。,1
作为一个暗黑粉，点进这游戏一看，哇(σﾟ∀ﾟ)σ哇，这哪里是刷刷刷类型的游戏！？你见过有那种暗黑like类型的游戏宠物可以加属性的？你见过那种暗黑like类游戏可以通过氪金来提高道具掉落率的？你见过哪种暗黑like类游戏刷装备还有次数限制的？一进游戏各种页游气息扑面而来：首充、成长计划、月卡、累计消费、宠物十连抽、商城宝石、时装十连……暗黑破坏神的游戏精髓非但没有学到一点，各种圈钱和氪金的地方却样样不落。肝就算了，另外两个职业收费也可以理解，但这么多氪金点，这么多引导消费，又肝又氪谁愿意玩？这种游戏也好意思打着暗黑的旗号招摇撞骗？别来恶心玩家和暗黑了好吧！！,0
明明腾讯手下有个那么好的流放之路，为什么这做出来的就和屎一样啊，能学流放之路一点东西也好啊，你这和2-3年前那种烂大街的游戏又有什么区别，暗黑游戏的本质是刷，是爆装备，而不是无脑充钱买战力啊！,0
玩了也有一段时间了然后发现而且氪金居然还有bug？！！你这个都能有bug！我还能讲啥玩到后面发现基本上干啥都要氪金，赞钻石还贼慢告辞,0
高考结束！获得手机！血族（腾讯服）下载！登录！什么！请输入队伍名称？血族l（腾讯服）卸载！血族（官服）下载！注册！登录！首充6块！月卡！总而言之，这游戏挺好玩的。从初一开始玩，高二沉迷fgo，高三复习，虽然我渠道服的号没了，但从头再来的新手福利也不差。说这么多，一个字，赞！,1
这个不是有游戏账号么，为什么我卸载后重安装后，账号里存档都没有了？闹心，不过说实话，游戏还不错。,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，这个游戏的评价真好玩！,0
什么鬼，匹配30多次，10次无限加载，每次都得关掉重登，能不能优化一下啊？？！！？？？,0
游戏画面很不错，这个是优点，但是游戏满屏幕的氪金是真心无语，时装卖属性更是坑，宠物帮忙捡装备要喂饲料……能不能不搞喂食活动……游戏的技能提示圈也很坑，完全分不清哪些是敌人的，哪些是自己的，视角也完全固定死，往下看的时候憋出内伤……另外游戏里面一些场景背光太暗了，有时候找路都费眼睛，想刷刷刷，发现都有次数限制……另外还有想吐槽的就是大地图中的精英任务，传奇任务，靠近接任务没问题，但不能我停在npc边上就一直弹出个很大的放弃任务好吧……很容易误点，而且更坑的是放弃了然后就没法再接……另外这种任务只能接一个更是无语的设计，还要一个个的来，不能一口气都接上？重新接一个就会把上一个给放弃……游戏做的不错，但是需要改进的地方真的太多了，希望能把游戏体验做好了你再弄那些氪金吧，现在这个样子玩玩就没兴趣了，何况氪金……,0
两边出兵互怼，哇哈哈，很有激战的快感，也很有策略性，而且无论是战斗过程还是整个游戏玩起来都不会让人觉得累，非常喜欢！我最喜欢用的种族：1.光明：既强大又容易上手的种族，有幸是我的第一个种族，虽然前两个普通英雄血量和攻击力都不高，但是特性相当霸道：圣光骑士虽然1v1比较乏力但是他的技能冷却短，既能给包括自己在内的己方单位回血又能在被施法的单位周围造成AOE伤害，三个以上的圣光骑士就很有规模效应了，而且也不贵，我感觉也不用花钱升级，主要靠量取胜；对面有飞行单位就上光明圣女，本来很弱，升下级，那个圣光弹不仅伤害高还是群伤，可以有效克制飞行单位，稀有和传说英雄也都很好用，不过不如普通英雄爆兵划算。2.不死：僵尸之主爆兵能力很强，还是建议升下级，升级以后生存能力增强，而且召唤物死后自爆也很大程度上弥补了召唤物太过炮灰的尴尬局面；无头骑士不仅血多攻高而且特性非常克制召唤物，可以吸收召唤物加血，所以打海洋就很爽，感觉升级特性没啥优势，有钱还不如多出一个再配合僵尸之主爆兵；不死族唯一的缺点就是对空乏力，虽然不死族稀有英雄可以对空，但是价钱略贵，面对数量比较多的飞行单位只能升到三级来解决，就很漫长，所以还是建议配合别的族英雄来缓解对空乏力的局面。3.自然：稀有英雄的特性很强，每打倒一个单位可以召唤两个小精灵，简直是人海流克星，唯一的不足就是血量和攻击力都不高，但是升到二级后，每个小精灵死后返还1个水晶还是很给力的，而且升三级变飞行单位，只需要50水晶，可以很快改变战术建立优势，而且精灵龙也不贵，配合精灵龙回血加攻也很方便；大德鲁伊控制力超强，不过也是建议升下级提高生存能力。不过玩了一段时间以后发现大概有3/4的玩家是电脑AI，因为出兵很没针对性，升级也很盲目，最重要的一个特点是会发同一个表情三次，这就很尴尬。我的建议：优化一下游戏模型，2v2真的很卡，开了优化也很勉强；匹配能更合理，既然那么多电脑AI，为啥匹配到比自己强得多或弱的多的玩家概率那么大？总得来说还是很棒的一款游戏，游戏性很好，英雄也不少（不过还是窃窃地想再多点种族( • ̀ω•́ )✧），音乐也很丰富，关键是不肝也不氪，哈哈。补充：前期比较缺金币，可以每天给比赛录像点赞，点赞一次获得50个金币；实在是缺金币可以赠送好友英雄卡片，也能获得一些金币；英雄升到皇冠开始就比较缺卡片了，只能用钻石世界招募，感觉得钻石最划算的方式就是2v2，赢一次50钻，一天最多得3次。12.10更新：果然，部分高段位玩家是AI，他们邀请我打2v2，但是出兵极其无脑，我就想问了，都是紫火了还会这样出兵吗？比如开局一个圣光骑士就直接无脑升三级，有用吗？加传说英雄攻击？未雨绸缪？反正我是不信。电脑太多了，连好友都是电脑这我就有点受不了了，高段位玩家也是电脑，骗氪吧？升到皇冠再想升级不氪可以说是不可能了，我连续半个月，每天领签到奖励，拿金币买卡片，做任务，还是升不上去，我也很无奈啊，抱歉，卸载了。8,1
玩了勇者与魔王过后来玩的本作，虽然作为消遣的游戏已经很不错了，但依旧还是对本作有点期待过高。（此括弧有剧透：隐藏结局在本作没有了，而且全结局后，感觉个别坏结局稍微有些牵强，如首个泼水结局）总评分给4分（取平均分）：系统，和勇者魔王的系统是一个系统，简单明了，不过有着一样的毛病在里面，所以系统分个人评了3分。剧情，剧情的大概就是日本传说故事的小杂烩，桃太郎，善良人拯救龟丞相，金斧子银斧子等。移植故事杂烩在一起，而且也魔性的修改得比较有意思，挺用心的，剧情评个5分。音乐，音乐很魔性耐听，但比较单一，没有特别特色的点，正常分3分。画面，画风十分的魔性，和勇者魔王一样的灵魂画师画风，比较符合恶搞游戏的风格，4分。,1
整体感觉很好，虽然没有背景音乐，但是无所谓。看着几个点几条线连出一个漂亮的图案还是很开心的。问题，由于需要把所有的点连在一起，每个点一定只连接两条线，所以难度瞬间变得不大，基本从任意点都能开始都能顺利完成。即使有部分关，点略多，但由于下一步可选点并不多，采用枚举法，多试几次也很容易重试完成。胜在创意，希望能有新的想法加入游戏中。,1
怎么才能杀了那胖子？他已经死过10回了拉拉队美女负责给队友(枪手和我猛男)＋血，她的生命是队伍的根基，保护好她(必要的时候可以舍弃枪手)☜抢手实力比较平庸的，即使“墨镜、来福”加持，依旧难以N枪爆掉“肥肥”☜猛男是主要战斗力，大招最能要胖子的命(别打偏、别针对别人)，必要时候可以通过逃跑来争取“大招恢复”☜打不死的肥肥，1推(常规打击，可还击)、2抱(大招、不过这招一次只能攻击一个人且攻击时间内会丧失攻击能力，被抱住后勒出嘎吱嘎吱的骨头断裂的声音加分，有攻击灯照轨道预警可躲避)、3旋风圈(杀招、移动攻击且可同时攻击多人，无法还击)☜福利有点少，胖子很变态，我又不算高手，有点沮丧扣一分☜,1
我能评价成零星吗，看起来不错，于是用了两个G的流量下载，完了你告诉我QQ注册上限？？？？？好，我去微信玩，去微信你告诉我我的网络有问题？？？？，每次开始界面加载配置，配您🐴呢？？，银汉游戏什么时候这么垃圾的游戏也做了？,0
类比最近出的各种卡牌游戏，小小军团真的是除了战之海贼以外能让我一直着迷的一款游戏，唯一让我不解的是为什么好游戏玩的人都少，可是那些骗氪严重、策划脑袋进水、网络爆炸、肝度与回报不相符、趣味性为零的游戏都得到无数玩家的追捧或者高热度，就因为是腾讯或者b站或者网易盛大的游戏？那我真的替好游戏感到不值，因为每款游戏到了大厂家手里就只有以盈利为唯一目的的用途了，而没有丝毫为玩家考虑，却还有一大堆人追捧。真正有意思的好游戏却只是因为宣传不够强力，渠道不够强力而鲜有人玩。对玩家友好，不仅仅盯着盈利还考虑玩家的游戏体验，在大厂家的游戏里，是越来越少了。虽然小小军团也有小问题，例如回档，例如pvp机制，但是绝大多数时候都是让我玩的很舒服，活动奖励丰富，游戏性十足，肝度适中，每天花不多的时候用完体力，用完买体力次数，然后等体力恢复差不多了再上线刷完每天剩下次数就ok。唯一让我有些担忧的是游戏做了好几年了，有时候真担心不知道什么时候这个游戏就关服了，毕竟感觉玩的人越来越少，玩了很多号玩了很久，不知道这游戏还能陪伴我多长时间。有几个建议:一、我看下次更新会出新英雄，以后可以试着推出五星英雄嘛，更难抽到但是很吸引人，这比推出新四星英雄感觉更有诱惑力，哈哈。二、取其精华弃其糟粕，那些大厂家的游戏受人追捧固然有其好的地方。在不动游戏性质和根本的情况下，可以试着吸收那些大厂家好的方面来让小小军团更有吸引力嘛，加上一些对核心方面不影响的有趣味的地方，比如立绘和生活培养(可以参考阴阳师的立绘、碧蓝航线的后院这些)，对人物的培养和战力不造成任何影响仅仅是在刷图之余能更有趣味，这样也能更让玩家对自己的英雄有更多的羁绊和感情吧。三、可以适当加入争霸赛这种pvp的选拔赛制嘛，比如一周一次或者一个月一次举办一个PVP的杯赛，然后按名次发奖励，这也是吸引玩家的方法嘛。毕竟好不容易培养的英雄，玩家只有交流和pk或者拿到什么名次才更有成就感的吧。说了这么多，只因为我觉得小小军团这个游戏真的是为数不多在现在只顾着盈利赚钱的厂家环境和玩家哀声连连想玩好游戏却找不到好游戏把一些骗氪没诚意的游戏当宝贝的玩家环境里面，最好的几款游戏之一，上一款让我觉得良心的游戏也是一个很小众的战之海贼。最后，愿小小军团不忘初心，一直走下去，和一直支持着小小军团的玩家们，能继续度过接下来无数个周年庆，在这个浮躁的游戏圈里，出淤泥而不染。,1
先撇开游戏内容拆不抄袭的问题。说说游戏的操作流畅性，那真叫一个难受，操作起来感觉就像延迟两秒的那种迟滞感，你了解我意思吧？性急一些的玩家根本玩不了这游戏，你都按了技能，在被打出去的时候才生效，我玩个你个棒棒锤滴象拔蚌。主打的搞笑亮点加了排位升星系统之后体验起来也一般般，真的要玩MOBA比这游戏强的可太多了，也没列举的必要。卸载退游,0
挺不错的一款跑酷游戏。玩法还算是比较新颖。扣掉一分一是因为老是显示网络不给力，然而路由器就在边上。。。。二是不知道是手机问题，操作问题还是什么原因，下滑移至下一层轨道是，十次有八次下滑变上跳，还有从最低轨跳至最高轨时，两下连跳大部分是看着车够到了，然后又掉下来_(:з」∠)_讲真下滑不能就是坑啊啊啊啊啊！那种明知道前面有坑然而躲不过，连击一看要到就降简直糟心。。。,1
游戏还是不错的，就是网络。。可以叫转圈与冒险（笑这游戏上来送的F4就能让你推到后面的图，当然能抽到给力角色更好，主要问题是角色培育很花时间，升星石获得量比较少，然后就是S级英雄培养比较耗费资源（所以不要觉得抽到S级的角色就很强，培养起来很难的）而且也不算肝，每天清清每日任务，不想推图直接扫荡刷资源，个把小时就搞定了。氪金感觉只推荐等级礼包和月卡。如果决定入坑的话建议去NGA那看看新人攻略吧，挺详细的，可以少走弯路，不然乱耗费资源伤不起。,1
游戏不错，但是评分不高，我认为大概的理由在下文（玩了几天后的总结）没玩过的和玩过的不妨来看看其实我蛮手残的，从小4399玩到大的人，也去试了下死亡弹幕、掘地求升这样的游戏，（推荐一波，除了上面这两款，点点冲刺、迷你冲撞、惨无人道等（被虐太多了想不起来几个强行二括号）也是非常有♂趣的虐手手游）可谓是体无完肤了。但是这款游戏玩的我还是很愉悦的，节奏对的非常准确（热评上描述的前摇问题或者是校准不对之类的问题在我这里是不存在的）（机型就在这里，感谢百元红米让我有了一点游戏体验，可知道我的Muse Dash校准了多久吗）评论区里一片哭声说第一关就惨无人道了，我觉得还行吧，因为音乐对的很准，听着节奏打，打了四遍就s了（看着评论感觉自己是个大佬了（快tm醒醒你个弱鸡手残））来说说游戏吧(:3_ヽ)_音乐风格我蛮喜欢的，就连抽卡的那个扭蛋机的声音我都听的很爽，很带感，因为节奏对的上关系真是越玩越爽，人物的立绘也不错，游戏中地图背景做的也很nice，都是我这种文艺青年喜欢的类型囍囍囍我个人给三星的原因，是因为这个广告，和开启新关卡的机制。一个新关卡开启条件大概是需要收集35个碎片，一个人物开启也是需要碎片不等（一开始会送一个人物，一共两个），大概20，30个左右吧。然后抽奖机制。抽奖是用一个扭蛋机，抽一次会出3个奖励。使用2种货币抽奖，游戏币，钻石，和剩下一种，就是看广告了。钻石抽的话，3个钻石抽一次，游戏开始赠送的钻石抽那么几次也就没了，但是是有机会在抽奖机中抽到钻石，一次1-3个不等，也就是说你如果欧皇连中3个钻石奖励且每次都是最高奖励，就可以得到9个钻石。好了不和在座非酋整这些没用的了，总之钻石抽卡的话，氪金才是王道使用游戏币抽的话，一次1200游戏币。萌新问到：这是什么概念？这么讲吧，打出一个perfect2币，cool1币，pass0币。过一个完整的关，大概送你500-600游戏币，首次通关送3倍。也就是说，我辛苦过一关，抽一次就剩不多了。中途可以复活3次，价格依次为400，600，1000币（手动再见）所以非酋肝帝咸鱼们主要的抽奖来开启新关卡的方式还是看广告，广告什么的都还好，一般是一个15秒的广告（表示看了几天快看吐），还有5秒钟的广告。但是最烦的是关闭广告的那个小叉叉，极难点到，一点歪就马上开始下载那个app，一个app还蛮大！我因为瞧不起单机游戏开着所剩无几的流量玩然点歪叉叉导致流量超出心情极度不爽…下载完安装包也不知道在哪里，感觉手机莫名其妙多了一个垃圾，强迫症再次不爽…我现在都是用口香糖的壳去点那个广告的叉叉…重点来了，我们费尽心思抽卡，奖励是否很丰厚？？？＿|￣|○不存在的。你抽了一发拿三个蛋，每一个蛋里面最多只有两个碎片，可能是人物可能是新关卡，人物和关卡大概一共有40个，每个平均30碎片，就不说他抽卡抽些游戏币钻石还有什么能量点什么的有的没的，就算你每次运气极佳都能中6个碎片（后期应该是不会出重复的）每次看广告有15分钟cd，自己算算得花多少时间才能肝完全部人物和关卡某肝帝：不是还有游戏币抽卡吗？！肝不动就怪游戏广告多？？？：打一关大概5分钟，打完三关还顺便能看个广告，肝帝表示很舒服…但是请原谅我，这四个初始关我反反复复打了4天，实在是…对不起是我无能…_(:::з」∠)_想得到最佳游戏体验请准备30软妹币开启完美版(´ . .̫ . `)-------------------------------------------------------------------------------------------另外！可爱的火柴人小姐姐到了游戏里面都变成一个个长着眼睛的刺刺球是怎么回事！,0
很棒的一个游戏！就是个人建议调整球的抛出角度那块儿可以设置个灵敏度让玩家自行调整，毕竟每个人的习惯的灵敏度都不同嘛～还有就是玩到11关有个很迷的操作吓到我了，就是我把一个球丢出去后掉下来了，新发出来的球把他弹进去了，我……emmmm。嘛。应该是个bug，希望策划改进下嘿,1
哦，我终于找到这款游戏了，这款集三种生存游戏于一体的三体（世界属于三体！！！）游戏，再也不用玩那些盗版的生存游戏了，这款游戏让我感受到了快乐。啊~（♂啊~啊♂~）这精巧绝伦的外表下，这款游戏它巧妙的运用了三个璀璨的果实（橡皮果实……）快来下载吧！（一条0.5元，册,0
这个游戏有休闲养成的乐趣，还可以经营工厂和养极品宝宝。休闲比较不累。工厂可以免费肝宝宝随机有可能出极品。我就出过超人宝宝。怎么联系gm？bug我昨天建的工厂不见了，能点击显示不存在，可能是工厂离太近的关系，工厂不见了但我建厂的成本缺在增加。,1
这游戏就算是放在垃圾堆里也是一朵奇葩！画面不堪入目，操作生硬卡顿，网络迷之掉线。程序员是青海职业学院学厨师毕业的吗？老板到底懂不懂做游戏？看别人赚钱了你就敢来插一脚？到底是哪来的底气？一群乌合之众没睡醒的作品，对不起根本侮辱作品二字！笑死个人哦,0
